0SENTENCE,1TRANSLATION,2TAGS,3LEARNED,4ATTEMPTS,5SUCCESFUL ATTEMPS,6DAY LAST ATTEMPT,7LAST ATTEMPT RESULT,8DAY TO REVIEW,9ATTEMPT STREAK,10ID,DECK11,LEVEL12,IGNORE13,LANGUAGE14
за лошадьми стоит Андрей,Andrey stands behind the horses,none,no,0,0,9/12/2017,none,9/12/2017,0,9386,Самотёк - Russian Vocabulary Cases and Grammar,Level94,no,ru
между людьми,between the people,none,no,0,0,9/12/2017,none,9/12/2017,0,9387,Самотёк - Russian Vocabulary Cases and Grammar,Level94,no,ru
с сыновьями,with (my) sons,none,no,0,0,9/12/2017,none,9/12/2017,0,9388,Самотёк - Russian Vocabulary Cases and Grammar,Level94,no,ru
между лесом и рекой,between the forest and river,none,no,0,0,9/12/2017,none,9/12/2017,0,9389,Самотёк - Russian Vocabulary Cases and Grammar,Level94,no,ru
куда ты идёшь?,where are you going (foot)?,none,no,0,0,9/12/2017,none,9/12/2017,0,9390,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
откУда дУет вЕтер?,from where is the *wind blowing?,none,no,0,0,9/12/2017,none,9/12/2017,0,9391,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
идИ сюда,come here,none,no,0,0,9/12/2017,none,9/12/2017,0,9392,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
отсюда до гОрода недалекО,it's not *far from here to town,none,no,0,0,9/12/2017,none,9/12/2017,0,9393,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
она там работает,she works there,none,no,0,0,9/12/2017,none,9/12/2017,0,9394,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
иди туда,go there,none,no,0,0,9/12/2017,none,9/12/2017,0,9395,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
оттУда до кИева час лёта,from there to Kiev is an hour's flight,none,no,0,0,9/12/2017,none,9/12/2017,0,9396,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он ждёт внизу,he is waiting downstairs,none,no,0,0,9/12/2017,none,9/12/2017,0,9397,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
онА спускАется вниз,she goes downstairs,none,no,0,0,9/12/2017,none,9/12/2017,0,9398,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
крИтика снИзу,criticism from below (grassroots),none,no,0,0,9/12/2017,none,9/12/2017,0,9399,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
внутрИ бЫло темнО,it was dark inside,none,no,0,0,9/12/2017,none,9/12/2017,0,9400,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
дверь открывАется внутрь,the door opens inwards,none,no,0,0,9/12/2017,none,9/12/2017,0,9401,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
дверь запертА изнутри,the door is locked from the inside,none,no,0,0,9/12/2017,none,9/12/2017,0,9402,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
ребёнок спит наверхУ,the child is sleeping upstairs,none,no,0,0,9/12/2017,none,9/12/2017,0,9403,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
она поднимАется навЕрх,she goes upstairs,none,no,0,0,9/12/2017,none,9/12/2017,0,9404,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
свЕрху дОнизу,from top until bottom,none,no,0,0,9/12/2017,none,9/12/2017,0,9405,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
она заперлА дверь снарУжи,she locked the door from the outside,none,no,0,0,9/12/2017,none,9/12/2017,0,9406,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он вЫшёл нарУжу,he went (exited) outside,none,no,0,0,9/12/2017,none,9/12/2017,0,9407,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
лейтенАнт марширУет впередИ,the lieutenant marches in front,none,no,0,0,9/12/2017,none,9/12/2017,0,9408,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он шёл прЯмо вперёд,he was walking straight ahead,none,no,0,0,9/12/2017,none,9/12/2017,0,9409,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
третий вагон сзАди,the third carriage/wagon from the back,none,no,0,0,9/12/2017,none,9/12/2017,0,9410,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
назАд!,stand back!,none,no,0,0,9/12/2017,none,9/12/2017,0,9411,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он стоЯл налЕво от киОска,he stood to the left of the kiosk,none,no,0,0,9/12/2017,none,9/12/2017,0,9412,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
она повернУла машину налЕво,she turned the car to the left,none,no,0,0,9/12/2017,none,9/12/2017,0,9413,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он вошёл слЕва,he entered from the left,none,no,0,0,9/12/2017,none,9/12/2017,0,9414,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
пОчта нахОдится напрАво от дОма,the post office is situated to the right of the house,none,no,0,0,9/12/2017,none,9/12/2017,0,9415,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он повернУл напрАво,he turned to the right,none,no,0,0,9/12/2017,none,9/12/2017,0,9416,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
они пИшут спрАва налЕво,they write from right to left,none,no,0,0,9/12/2017,none,9/12/2017,0,9417,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
он всЮду побывАл,he has been all over the place,none,no,0,0,9/12/2017,none,9/12/2017,0,9418,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
гОсти съЕхались отовсЮду,guests converged from all sides,none,no,0,0,9/12/2017,none,9/12/2017,0,9419,Самотёк - Russian Vocabulary Cases and Grammar,Level95,no,ru
гипс,cast (medical),none,no,0,0,9/12/2017,none,9/12/2017,0,9420,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
атлет,athlete,none,no,0,0,9/12/2017,none,9/12/2017,0,9421,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
покойник,deceased (noun - the deceased),none,no,0,0,9/12/2017,none,9/12/2017,0,9422,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
знамение,sign (abstractcommaChar of God),none,no,0,0,9/12/2017,none,9/12/2017,0,9423,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
ставка,rate,none,no,0,0,9/12/2017,none,9/12/2017,0,9424,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
газон,lawn,none,no,0,0,9/12/2017,none,9/12/2017,0,9425,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
течение,current (it causes smth to move),none,no,0,0,9/12/2017,none,9/12/2017,0,9426,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
давление,pressure,none,no,0,0,9/12/2017,none,9/12/2017,0,9427,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
влияние,influence,none,no,0,0,9/12/2017,none,9/12/2017,0,9428,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
игрок,player,none,no,0,0,9/12/2017,none,9/12/2017,0,9429,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
общественная баня,public banya,none,no,0,0,9/12/2017,none,9/12/2017,0,9430,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
грешник,sinner,none,no,0,0,9/12/2017,none,9/12/2017,0,9431,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
грех,sin,none,no,0,0,9/12/2017,none,9/12/2017,0,9432,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
сокращение,diminuative,none,no,0,0,9/12/2017,none,9/12/2017,0,9433,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
штука,piececommaChar stunt/thingie,none,no,0,0,9/12/2017,none,9/12/2017,0,9434,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
мучение,torture,none,no,0,0,9/12/2017,none,9/12/2017,0,9435,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
тоскА,longing,none,no,0,0,9/12/2017,none,9/12/2017,0,9436,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
внУтренняя тоска,angstcommaChar interior longing,none,no,0,0,9/12/2017,none,9/12/2017,0,9437,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
моль,moth,none,no,0,0,9/12/2017,none,9/12/2017,0,9438,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
оцЕнка,mark (class),none,no,0,0,9/12/2017,none,9/12/2017,0,9439,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
печАль,sorrow,none,no,0,0,9/12/2017,none,9/12/2017,0,9440,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
возникновение,onset,none,no,0,0,9/12/2017,none,9/12/2017,0,9441,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
стульчАк,toilet seat,none,no,0,0,9/12/2017,none,9/12/2017,0,9442,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
шум,noise,none,no,0,0,9/12/2017,none,9/12/2017,0,9443,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
тварь,beastcommaChar bitchcommaChar bastard,none,no,0,0,9/12/2017,none,9/12/2017,0,9444,Самотёк - Russian Vocabulary Cases and Grammar,Level96,no,ru
бессовестный,without conscience,none,no,0,0,9/12/2017,none,9/12/2017,0,9445,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
хронический,chronic,none,no,0,0,9/12/2017,none,9/12/2017,0,9446,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
отсталый,backwardcommaChar retarded,none,no,0,0,9/12/2017,none,9/12/2017,0,9447,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
железный,iron (adj),none,no,0,0,9/12/2017,none,9/12/2017,0,9448,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
благодарный,appreciative,none,no,0,0,9/12/2017,none,9/12/2017,0,9449,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
сотрясающий,visceralcommaChar shaking,none,no,0,0,9/12/2017,none,9/12/2017,0,9450,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
самобЫтный,authentic,none,no,0,0,9/12/2017,none,9/12/2017,0,9451,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
дОлбанный,stupidcommaChar fuckingcommaChar damn (adjective),none,no,0,0,9/12/2017,none,9/12/2017,0,9452,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
раздетый,undressed,none,no,0,0,9/12/2017,none,9/12/2017,0,9453,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
мистический,mystical,none,no,0,0,9/12/2017,none,9/12/2017,0,9454,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
добродетельный,virtuous,none,no,0,0,9/12/2017,none,9/12/2017,0,9455,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
святой,holy,none,no,0,0,9/12/2017,none,9/12/2017,0,9456,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
строгий,strict,none,no,0,0,9/12/2017,none,9/12/2017,0,9457,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
согласный,agreeable,none,no,0,0,9/12/2017,none,9/12/2017,0,9458,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
грешный,sinful,none,no,0,0,9/12/2017,none,9/12/2017,0,9459,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
слабый,weakcommaChar lax,none,no,0,0,9/12/2017,none,9/12/2017,0,9460,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
небрежный,careless,none,no,0,0,9/12/2017,none,9/12/2017,0,9461,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
смущающий,embarrassing,none,no,0,0,9/12/2017,none,9/12/2017,0,9462,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
резкий,cuttingcommaChar sharp,none,no,0,0,9/12/2017,none,9/12/2017,0,9463,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
восприимчивый,perceptivecommaChar sensitive,none,no,0,0,9/12/2017,none,9/12/2017,0,9464,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
интуитивный,intuitive,none,no,0,0,9/12/2017,none,9/12/2017,0,9465,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
лечебный,healing (adj),none,no,0,0,9/12/2017,none,9/12/2017,0,9466,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
непредубеждённый,open-mindedcommaChar unbiased,none,no,0,0,9/12/2017,none,9/12/2017,0,9467,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
мелкий,shallowcommaChar petty,none,no,0,0,9/12/2017,none,9/12/2017,0,9468,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
адский,hellish,none,no,0,0,9/12/2017,none,9/12/2017,0,9469,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
лиминальный,liminal,none,no,0,0,9/12/2017,none,9/12/2017,0,9470,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
поддатый,a bit drunk (adj),none,no,0,0,9/12/2017,none,9/12/2017,0,9471,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
бухой,VERY drunk (adj),none,no,0,0,9/12/2017,none,9/12/2017,0,9472,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
расслабленный,relaxed,none,no,0,0,9/12/2017,none,9/12/2017,0,9473,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
предубеждённый,biasedcommaChar prejudiced,none,no,0,0,9/12/2017,none,9/12/2017,0,9474,Самотёк - Russian Vocabulary Cases and Grammar,Level97,no,ru
гонка,race (competition),none,no,0,0,9/12/2017,none,9/12/2017,0,9475,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
приданое,dowry,none,no,0,0,9/12/2017,none,9/12/2017,0,9476,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
невеста,fiancée (f)commaChar bride,none,no,0,0,9/12/2017,none,9/12/2017,0,9477,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
жених,fiancé (m)commaChar groom,none,no,0,0,9/12/2017,none,9/12/2017,0,9478,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
грабёж,robbery,none,no,0,0,9/12/2017,none,9/12/2017,0,9479,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
обрыв,precipice,none,no,0,0,9/12/2017,none,9/12/2017,0,9480,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
сеть (f),networkcommaChar netcommaChar connection (internet),none,no,0,0,9/12/2017,none,9/12/2017,0,9481,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
гОре,grief,none,no,0,0,9/12/2017,none,9/12/2017,0,9482,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
призЫв,callcommaChar appealcommaChar pleacommaChar exhortation,none,no,0,0,9/12/2017,none,9/12/2017,0,9483,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
вздох,sigh,none,no,0,0,9/12/2017,none,9/12/2017,0,9484,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
предрассудок,prejudice,none,no,0,0,9/12/2017,none,9/12/2017,0,9485,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
красота,beauty,none,no,0,0,9/12/2017,none,9/12/2017,0,9486,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
смех,laugh(ter),none,no,0,0,9/12/2017,none,9/12/2017,0,9487,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
плач,cry(ing) (noun),none,no,0,0,9/12/2017,none,9/12/2017,0,9488,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
звонок,call (telephone),none,no,0,0,9/12/2017,none,9/12/2017,0,9489,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
плащ,raincoat,none,no,0,0,9/12/2017,none,9/12/2017,0,9490,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
вешалка,clothes-hanger,none,no,0,0,9/12/2017,none,9/12/2017,0,9491,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
возбуждение,excitementcommaChar arousal,none,no,0,0,9/12/2017,none,9/12/2017,0,9492,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
успокоительное,sedative,none,no,0,0,9/12/2017,none,9/12/2017,0,9493,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
точность,accuracy,none,no,0,0,9/12/2017,none,9/12/2017,0,9494,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
подвал,cellar,none,no,0,0,9/12/2017,none,9/12/2017,0,9495,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
внук,grandson,none,no,0,0,9/12/2017,none,9/12/2017,0,9496,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
внучка,granddaughter,none,no,0,0,9/12/2017,none,9/12/2017,0,9497,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
пожарная машина,fire truck,none,no,0,0,9/12/2017,none,9/12/2017,0,9498,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
булочка,loaf,none,no,0,0,9/12/2017,none,9/12/2017,0,9499,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
краска,paint,none,no,0,0,9/12/2017,none,9/12/2017,0,9500,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
струнА,string,none,no,0,0,9/12/2017,none,9/12/2017,0,9501,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
утешение,consolationcommaChar solace,none,no,0,0,9/12/2017,none,9/12/2017,0,9502,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
исповедь,confession (religious),none,no,0,0,9/12/2017,none,9/12/2017,0,9503,Самотёк - Russian Vocabulary Cases and Grammar,Level98,no,ru
она стала инженером,she became an engineer,none,no,0,0,9/12/2017,none,9/12/2017,0,9504,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
Мы занимаемся истОрией россии,we busy ourselves with the history of Russia,none,no,0,0,9/12/2017,none,9/12/2017,0,9505,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
он являлся директором,he became (formal) a director,none,no,0,0,9/12/2017,none,9/12/2017,0,9506,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
его отец был врачОм,his father was a doctor (but isn't anymore),none,no,0,0,9/12/2017,none,9/12/2017,0,9507,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
его отец был врач,his father was a doctor (his whole lifecommaChar but now and he's dead),none,no,0,0,9/12/2017,none,9/12/2017,0,9508,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
наш сын будет учителем,our son will be a teacher,none,no,0,0,9/12/2017,none,9/12/2017,0,9509,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
его спутником был русский бизнесмен,his travelling partner was a Russian businessman,none,no,0,0,9/12/2017,none,9/12/2017,0,9510,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
пришли коля с женОй,**Kolya and his *wife arrived (foot),none,no,0,0,9/12/2017,none,9/12/2017,0,9511,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
мы с мужем,My husband and I,none,no,0,0,9/12/2017,none,9/12/2017,0,9512,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
мы с Евой решили поЕхать в сибирь,Eva and I decided to go to Siberia,none,no,0,0,9/12/2017,none,9/12/2017,0,9513,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
с новым русским другом,with a new Russian friend (male),none,no,0,0,9/12/2017,none,9/12/2017,0,9514,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
с новой русской подругой,with a new Russian friend (female),none,no,0,0,9/12/2017,none,9/12/2017,0,9515,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
с новыми русскими друзьями,with new Russian friends,none,no,0,0,9/12/2017,none,9/12/2017,0,9516,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
с твоими детьми,with your children,none,no,0,0,9/12/2017,none,9/12/2017,0,9517,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
они были нашими спутниками,they were our travelling companions,none,no,0,0,9/12/2017,none,9/12/2017,0,9518,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
с теми людьми,with those people,none,no,0,0,9/12/2017,none,9/12/2017,0,9519,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
что с ним?,what's with him?,none,no,0,0,9/12/2017,none,9/12/2017,0,9520,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
чем вы занимаетесь?,what do you do (to busy yourselves)?,none,no,0,0,9/12/2017,none,9/12/2017,0,9521,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
Я давно занимаюсь русской музыкой,I have long busied myself with Russian music,none,no,0,0,9/12/2017,none,9/12/2017,0,9522,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
я долго занимался русской музыкой,I long busied myself with Russian music,none,no,0,0,9/12/2017,none,9/12/2017,0,9523,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
мы с братом отдыхали в крыму,my brother and I were vacationing in Crimea,none,no,0,0,9/12/2017,none,9/12/2017,0,9524,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
Эдуард пьёт кофе с молоком а Наташа пьёт водку с апельсиновым соком,Edward drinks coffee with milk and Natasha drinks vodka with orange juice,none,no,0,0,9/12/2017,none,9/12/2017,0,9525,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
я хочу познакомить тебя с моими русскими друзьями,I want to introduce you to my Russian friends,none,no,0,0,9/12/2017,none,9/12/2017,0,9526,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
что с ней? почему она не хочет разговаривать с нами?,what's with her? why doesn't she want to converse with us?,none,no,0,0,9/12/2017,none,9/12/2017,0,9527,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
грамматика была глАвной проблЕмой,the main problem was grammar,none,no,0,0,9/12/2017,none,9/12/2017,0,9528,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
она встаёт после нас и едет на заводcommaChar где работает главным инженером,she rises after us and goes to the factorycommaChar where (she) works as the main engineer (generally),none,no,0,0,9/12/2017,none,9/12/2017,0,9529,Самотёк - Russian Vocabulary Cases and Grammar,Level99,no,ru
шИре плОщадь,the broader (wider) square,none,no,0,0,9/12/2017,none,9/12/2017,0,9530,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
серьёзнее крИзис,the more serious crisis,none,no,0,0,9/12/2017,none,9/12/2017,0,9531,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
это кресло удобнее,this armchair is more comfy,none,no,0,0,9/12/2017,none,9/12/2017,0,9532,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
счастливее человек,a happier person,none,no,0,0,9/12/2017,none,9/12/2017,0,9533,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
труднее задача,a (physically) harder task,none,no,0,0,9/12/2017,none,9/12/2017,0,9534,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
важнее вопрос,a more important question,none,no,0,0,9/12/2017,none,9/12/2017,0,9535,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
длинее письмо,a longer letter,none,no,0,0,9/12/2017,none,9/12/2017,0,9536,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
река блИже,the river is closer,none,no,0,0,9/12/2017,none,9/12/2017,0,9537,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
гора вЫше,the mountain is higher,none,no,0,0,9/12/2017,none,9/12/2017,0,9538,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
Озеро глАже,the lake is smoother,none,no,0,0,9/12/2017,none,9/12/2017,0,9539,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
мотОр грОмче,the motor is louder,none,no,0,0,9/12/2017,none,9/12/2017,0,9540,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
лес гуще,the forest is thicker (fatter),none,no,0,0,9/12/2017,none,9/12/2017,0,9541,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
билЕты дешЕвле,the tickets are cheaper,none,no,0,0,9/12/2017,none,9/12/2017,0,9542,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
бензИн дорОже,the benzine is more expensive,none,no,0,0,9/12/2017,none,9/12/2017,0,9543,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
чай жИже,the tea is thinner (more watery),none,no,0,0,9/12/2017,none,9/12/2017,0,9544,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
шуба корОче,the fur coat is shorter,none,no,0,0,9/12/2017,none,9/12/2017,0,9545,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
чай крЕпче,the tea is stronger,none,no,0,0,9/12/2017,none,9/12/2017,0,9546,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
холм крУче,the hill is steaper,none,no,0,0,9/12/2017,none,9/12/2017,0,9547,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
задача лЕгче,the task is easier,none,no,0,0,9/12/2017,none,9/12/2017,0,9548,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
река мЕльче,the river is shallower,none,no,0,0,9/12/2017,none,9/12/2017,0,9549,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
врач молОже,the doctor is younger,none,no,0,0,9/12/2017,none,9/12/2017,0,9550,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
подУшка мЯгче,the pillow is softer,none,no,0,0,9/12/2017,none,9/12/2017,0,9551,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
цЕны нИже,the prices are lower,none,no,0,0,9/12/2017,none,9/12/2017,0,9552,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
урОк прОще,the lesson is simpler,none,no,0,0,9/12/2017,none,9/12/2017,0,9553,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
учИтель стрОже,the teacher is stricter,none,no,0,0,9/12/2017,none,9/12/2017,0,9554,Самотёк - Russian Vocabulary Cases and Grammar,Level100,no,ru
его шаг твёрже,his step is firmer/heavier,none,no,0,0,9/12/2017,none,9/12/2017,0,9555,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
вечер тИше,the evening is quieter,none,no,0,0,9/12/2017,none,9/12/2017,0,9556,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
том тОлще,the tome is thicker,none,no,0,0,9/12/2017,none,9/12/2017,0,9557,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
струнА тУже,the string is tighter,none,no,0,0,9/12/2017,none,9/12/2017,0,9558,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
тоннЕль Уже,the tunnel is narrower,none,no,0,0,9/12/2017,none,9/12/2017,0,9559,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
посУда чИще,the dish is cleaner,none,no,0,0,9/12/2017,none,9/12/2017,0,9560,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
дом больше,the house is bigger,none,no,0,0,9/12/2017,none,9/12/2017,0,9561,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
больший дом,the bigger house,none,no,0,0,9/12/2017,none,9/12/2017,0,9562,Самотёк - Russian Vocabulary Cases and Grammar,Level101,no,ru
